titulo;precio;esb2b;business_Score;transporte;marca;url;categoria;fecha
COFFRET LOG T1 SS CHAUF;138;FALSE;9.57E-02;;EATON MOELLER;https://www.manomano.fr/catalogue/p/coffret-log-t1-ss-chauf-3672006;cuadros;14/12/2020
ECARTEUR A COINS MICHAUD K005;20.6;FALSE;8.59E-02;;michaud;https://www.manomano.fr/catalogue/p/ecarteur-a-coins-michaud-k005-7673516;cuadros;14/12/2020
ELECTRIC QUADRO DISTRIBUZIONE ASC ULISSE SPINA 4X2P+E 16A 220V POUR CANTIERE 74320;131.89;FALSE;8.51E-02;9.99;FANTON;https://www.manomano.fr/catalogue/p/electric-quadro-distribuzione-asc-ulisse-spina-4x2p-e-16a-220v-pour-cantiere-74320-1113295;cuadros;14/12/2020
FERRURE FIXATION COFFRET CIBE MICHAUD N134;29.33;FALSE;7.59E-02;17.5;michaud;https://www.manomano.fr/catalogue/p/ferrure-fixation-coffret-cibe-michaud-n134-18959946?model_id=18957948;cuadros;14/12/2020
MANCHON MJPBAS 16-35M MICHAUD K079;2.44;FALSE;7.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/manchon-mjpbas-16-35m-michaud-k079-18959905?model_id=18957907;cuadros;14/12/2020
MANCHON MJPBAS 16-16M MICHAUD K070;2.44;FALSE;7.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/manchon-mjpbas-16-16m-michaud-k070-18959898?model_id=18957900;cuadros;14/12/2020
COFFRET LOG T4 AV CHAUF;274.8;FALSE;7.56E-02;9.99;EATON MOELLER;https://www.manomano.fr/catalogue/p/coffret-log-t4-av-chauf-3686845;cuadros;14/12/2020
Coffret pré-équipé a vis 2 rangées 40 A - Gewiss;293.35;FALSE;6.81E-02;;gewiss;https://www.manomano.fr/catalogue/p/coffret-pre-equipe-a-vis-2-rangees-40-a-gewiss-14009041;cuadros;14/12/2020
Tableau electrique Pré Cablé Legrand jusqu'a 35 m2 (T1 / T1bis);208.95;FALSE;6.71E-03;5.95;legrand;https://www.manomano.fr/catalogue/p/tableau-electrique-pre-cable-legrand-jusqua-35-m2-t1-t1bis-1183078;cuadros;14/12/2020
MANCHON PREISOLE MJPB 6 MICHAUD K030;2.23;FALSE;6.59E-02;;michaud;https://www.manomano.fr/catalogue/p/manchon-preisole-mjpb-6-michaud-k030-18959883?model_id=18957885;cuadros;14/12/2020
Jeu de barres largeur 300mm 6 plages de raccordement REMIC 300 pour coffret S20 (EDF 67 70 312) MICHAUD Q600;28.11;FALSE;6.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/jeu-de-barres-largeur-300mm-6-plages-de-raccordement-remic-300-pour-coffret-s20-edf-67-70-312-michaud-q600-9243029;cuadros;14/12/2020
SERRURE POUR FERMETURE A CLE PORTE MICHAUD Q348;28.77;FALSE;6.58E-02;7.49;michaud;https://www.manomano.fr/catalogue/p/serrure-pour-fermeture-a-cle-porte-michaud-q348-7673625;cuadros;14/12/2020
BORNE CIBE TYPE 2 SER RECT ERDF MICHAUD N169;186.64;FALSE;6.58E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/borne-cibe-type-2-ser-rect-erdf-michaud-n169-18959961?model_id=18957963;cuadros;14/12/2020
RESI9 - TABLEAU MONTE CABLE 4 RANGEES + 6 DISJONCTEURS;2634;FALSE;6.00E-02;9.99;schneider;https://www.manomano.fr/catalogue/p/resi9-tableau-monte-cable-4-rangees-6-disjoncteurs-27220079?model_id=27200970;cuadros;14/12/2020
Tableau électrique pré-équipé à vis prêt à poser évolutif 2 rangées - Gewiss;332.38;FALSE;5.81E-03;100;gewiss;https://www.manomano.fr/catalogue/p/tableau-electrique-pre-equipe-a-vis-pret-a-poser-evolutif-2-rangees-gewiss-14008774;cuadros;14/12/2020
E2R RF 10-35 SILICONE MICHAUD HC100;25.25;FALSE;5.59E-02;5.95;michaud;https://www.manomano.fr/catalogue/p/michaud-hc100-michaud-hc100-extremite-etancheite-e2r-rf-10-35-silicone-16175625?model_id=16175614;cuadros;14/12/2020
"SACHET DE 5 PRISES ""F"" A VISSER 7mm MICHAUD Q248";4.1;FALSE;5.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/sachet-de-5-prises-f-a-visser-7mm-michaud-q248-7673633;cuadros;14/12/2020
TROUSSE DE 2 LIAISONS 16² 1 bleue + 1 noire MICHAUD J808;14.01;FALSE;5.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/trousse-de-2-liaisons-16-1-bleue-1-noire-michaud-j808-18959878?model_id=18957880;cuadros;14/12/2020
Jeu de barres largeur 600mm 12 plages de raccordement REMIC 600 pour coffret S20 (EDF 67 70 332) MICHAUD Q602;48.81;FALSE;5.59E-03;7.49;michaud;https://www.manomano.fr/catalogue/p/jeu-de-barres-remic-600-michaud-q602-2748470;cuadros;14/12/2020
MANCHON PREISOLE MJPB 35-16 MICHAUD K053;2.49;FALSE;5.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/manchon-preisole-mjpb-35-16-michaud-k053-18959892?model_id=18957894;cuadros;14/12/2020
COFFRET LOG T3 AV CHAUF;264;FALSE;5.57E-02;;EATON MOELLER;https://www.manomano.fr/catalogue/p/coffret-log-t3-av-chauf-3686843;cuadros;14/12/2020
Accessoire piètement;153.12;FALSE;5.57E-02;;CAHORS;https://www.manomano.fr/catalogue/p/pietement-coffret-de-branchement-8265289;cuadros;14/12/2020
Tableau monté-câblé 3 x 13 modules vidéo GT GTMCV313 - Aiphone 200030;908.41;FALSE;5.50E-02;;AIPHONE;https://www.manomano.fr/catalogue/p/tableau-monte-cable-avec-1-gtbc-1-gfc-1-gtvbc-2-ps2420d-et-1-disjoncteur-aiphone-gtmcv313-200030-411089;cuadros;14/12/2020
MANCHON PREISOLE MJPT 25 MICHAUD K103;5.44;FALSE;4.59E-02;;michaud;https://www.manomano.fr/catalogue/p/manchon-preisole-mjpt-25-michaud-k103-18959912?model_id=18957914;cuadros;14/12/2020
TROUSSE 2 EBCP 6-35/16 1N+1B L190 MICHAUD P672;14.12;FALSE;4.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/trousse-2-ebcp-6-35-16-1n-1b-l190-michaud-p672-18960085?model_id=18958087;cuadros;14/12/2020
Jeu de 4 barres cuivre isolées 24mm² 125A max avec goulotte metallique de protection pour colonne (Q955) Olympe 200 MICHAUD Q001;97.23;FALSE;4.59E-03;9.99;michaud;https://www.manomano.fr/catalogue/p/jeu-de-4-barres-cuivre-isolees-24mm-125a-max-avec-goulotte-metallique-de-protection-pour-colonne-q955-olympe-200-michaud-q001-9243102;cuadros;14/12/2020
CARTOUCHE FUSIBLE T2 E160 mm 125A MICHAUD P130;25.88;FALSE;4.59E-03;9.99;michaud;https://www.manomano.fr/catalogue/p/cartouche-fusible-t2-e160-mm-125a-michaud-p130-18960032?model_id=18958034;cuadros;14/12/2020
MANCH.PREIS.MECA SOUT.ROND 150/SECT. 240 MICHAUD K192;63.01;FALSE;4.59E-03;9.99;michaud;https://www.manomano.fr/catalogue/p/manchpreismeca-soutrond-150-sect-240-michaud-k192-7673530;cuadros;14/12/2020
KIT REPARATION CABLE TELEREPORT MICHAUD P302;18.98;FALSE;4.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/kit-reparation-cable-telereport-michaud-p302-7672545;cuadros;14/12/2020
MODULE RBD MONO REMBT G3 MICHAUD Q610;45.5;FALSE;4.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/module-rbd-mono-rembt-g3-michaud-q610-18960097?model_id=18958099;cuadros;14/12/2020
MANCHON MJPBAS 25-35M MICHAUD K076;2.44;FALSE;4.59E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/manchon-mjpbas-25-35m-michaud-k076-18959903?model_id=18957905;cuadros;14/12/2020
CADRE ÉLECTRIQUE ULISSE ASC DISTRIBUTION PRESA 3 X 2P+E 16A pour CANTIERI 74323;181.39;FALSE;4.51E-02;9.99;FANTON;https://www.manomano.fr/catalogue/p/cadre-electrique-ulisse-asc-distribution-presa-3-x-2p-e-16a-pour-cantieri-74323-6403833;cuadros;14/12/2020
RESI9 - TABLEAU 2 RANGEES + 3 DISJONCTEURS;1074;FALSE;4.00E-02;17.5;schneider;https://www.manomano.fr/catalogue/p/resi9-tableau-2-rangees-3-disjoncteurs-27220076?model_id=27200967;cuadros;14/12/2020
Coffret pré-équipé a vis 3 rangées 40 A - Gewiss;453.37;FALSE;3.81E-02;100;gewiss;https://www.manomano.fr/catalogue/p/coffret-pre-equipe-a-vis-3-rangees-40-a-gewiss-23744310?model_id=23725203;cuadros;14/12/2020
TUBE NEUTRE 22X58 MICHAUD P117;2.33;FALSE;3.59E-02;6.95;michaud;https://www.manomano.fr/catalogue/p/tube-neutre-22x58-michaud-p117-18960029?model_id=18958031;cuadros;14/12/2020
1 LIAISON 16² NOIRE L 1200 MICHAUD J042;16.18;FALSE;3.59E-06;9.99;michaud;https://www.manomano.fr/catalogue/p/1-liaison-16-noire-l-1200-michaud-j042-18959872?model_id=18957874;cuadros;14/12/2020
Coffret de distribution pré-câblé evolutif COFFRET 3 RANGÉES 39 modules ABB HQ215782;279.99;FALSE;3.59E-03;9.99;abb;https://www.manomano.fr/catalogue/p/coffret-de-distribution-pre-cable-evolutif-coffret-3-rangees-39-modules-abb-hq215782-4336320;cuadros;14/12/2020
1 LIAISON 16² BLEUE L 1200 MICHAUD J041;16.18;FALSE;3.59E-02;;michaud;https://www.manomano.fr/catalogue/p/1-liaison-16-bleue-l-1200-michaud-j041-18959871?model_id=18957873;cuadros;14/12/2020
EXTREMITE INTERIEURE EI2TF 25-35 D MICHAUD P420;8.3;FALSE;3.58E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/extremite-interieure-ei2tf-25-35-d-michaud-p420-7673612;cuadros;14/12/2020
Ensemble de 4 barres alu 200mm2 arr-niv 400a MICHAUD Q096;10.43;FALSE;3.58E-02;9.99;michaud;https://www.manomano.fr/catalogue/p/ensemble-de-4-barres-alu-200mm2-arr-niv-400a-michaud-q096-9241833;cuadros;14/12/2020
Point de Raccordement Immeuble (PRI) Abonné Standart 24 FO + K7 MICHAUD N242;416.82;FALSE;3.58E-02;6.99;michaud;https://www.manomano.fr/catalogue/p/pri-abonne-standard-24-fo-k7-michaud-n242-26088618?model_id=26069509;cuadros;14/12/2020
COFFRET LOG T1 AV CHAUF;172.8;FALSE;3.56E-02;;EATON MOELLER;https://www.manomano.fr/catalogue/p/coffret-log-t1-av-chauf-3686841;cuadros;14/12/2020
TAMC3R- XP ( ID63A A+ID 40A AC+63A AC + 10 DISJ );1794.72;FALSE;3.00E-02;;schneider;https://www.manomano.fr/catalogue/p/tamc3r-xp-id63a-a-id-40a-ac-63a-ac-10-disj-27220078?model_id=27200969;cuadros;14/12/2020
TAMC - 2R - XE ( ID 63A TYPE AC+ID 63A TYPE A+7 DISJ);1422.72;FALSE;3.00E-02;100;schneider;https://www.manomano.fr/catalogue/p/tableau-pre-cable-schneider-2-rangees-xe-16470923?model_id=16470911;cuadros;14/12/2020
COFFRET MONTE CABLE 1 RANGEE 63A;996;FALSE;2.00E-02;100;schneider;https://www.manomano.fr/catalogue/p/schneider-coffret-pre-cable-mise-en-securite-1-rangee-r9h113sp01-11554224;cuadros;14/12/2020
RESI 9 - TABLEAU MONTE CABLE 3 RANGEES + 5 DISJONCTEURS;1590;FALSE;2.00E-02;100;schneider;https://www.manomano.fr/catalogue/p/resi-9-tableau-monte-cable-3-rangees-5-disjoncteurs-27220077?model_id=27200968;cuadros;14/12/2020
COFFRET MONTE CABLE 2 RANGEES POUR LOGEMENT DE MOIS DE 35M2;1050;FALSE;2.00E-03;100;schneider;https://www.manomano.fr/catalogue/p/coffret-monte-cable-2-rangees-pour-logement-de-mois-de-35m2-27180874?model_id=27161765;cuadros;14/12/2020
TABLEAU PRE-EQUIPE 2 RANGEES. A VIS. 63A + 4 DISJONCTEURS OFFERTS;1044;FALSE;2.00E-02;100;gewiss;https://www.manomano.fr/catalogue/p/tableau-pre-equipe-2-rangees-a-vis-63a-4-disjoncteurs-offerts-27110209?model_id=27091100;cuadros;14/12/2020
TAMC 2R - XP ( ID 63 A TYPE A + ID 40 A TYPE AC + 7 DISJ );1194.72;FALSE;2.00E-02;100;schneider;https://www.manomano.fr/catalogue/p/tamc-2r-xp-id-63-a-type-a-id-40-a-type-ac-7-disj-27121654?model_id=27102545;cuadros;14/12/2020
TAMC TABLEAU D'EXTENSION - 1R - XP ( ID 63A TYPE A + 7 DISJ );894.72;FALSE;2.00E-02;100;schneider;https://www.manomano.fr/catalogue/p/tableau-pre-cable-schneider-1-rangee-xp-16470922?model_id=16470910;cuadros;14/12/2020
Ensemble de 4 barres alu 80mm2 arr-niv 400a MICHAUD Q093;17.16;FALSE;1.58E-02;100;michaud;https://www.manomano.fr/catalogue/p/ensemble-de-4-barres-alu-80mm2-arr-niv-400a-michaud-q093-9241832;cuadros;14/12/2020
TAMC LOGEMENT DU T1 AU T3 - 2R13M XE;1194;FALSE;1.00E-02;5.99;schneider;https://www.manomano.fr/catalogue/p/tamc-logement-du-t1-au-t3-2r13m-xe-27112273?model_id=27093164;cuadros;14/12/2020
ACCESSOIRE FIXATION COFFRET BRANCHEMENT;371.4;FALSE;1.00E-03;100;CAHORS;https://www.manomano.fr/catalogue/p/accessoire-fixation-coffret-branchement-27107350?model_id=27088241;cuadros;14/12/2020
TABLEAU PRE-EQUIPE 2 RANGEES 40A + 4 DISJONCTEURS OFFERTS;864;FALSE;1.00E-03;100;gewiss;https://www.manomano.fr/catalogue/p/tableau-pre-equipe-2-rangees-40a-4-disjoncteurs-offerts-27110202?model_id=27091093;cuadros;14/12/2020
COFFRET PRE-EQUIPE 3R + 5 DISJONCTEURS;1314;FALSE;1.00E-03;100;gewiss;https://www.manomano.fr/catalogue/p/coffret-pre-equipe-3r-5-disjoncteurs-27110206?model_id=27091097;cuadros;14/12/2020
COFFRET MONTE CABLE 2 RANGEES AVEC INTER DIFF 63A TYPE A;1434;FALSE;9.98E-07;100;schneider;https://www.manomano.fr/catalogue/p/coffret-monte-cable-2-rangees-avec-inter-diff-63a-type-a-27180877?model_id=27161768;cuadros;14/12/2020
TABLEAU PRE-EQUIPE 4 RANGEES. A VIS. 63A;2130;FALSE;9.98E-04;100;gewiss;https://www.manomano.fr/catalogue/p/tableau-pre-equipe-4-rangees-a-vis-63a-27110212?model_id=27091103;cuadros;14/12/2020
TABLEAU PRE-EQUIPE 3 RANGEES. A VIS. 63A + 5 DISJONCTEURS OFFERTS;1572;FALSE;9.97E-04;100;gewiss;https://www.manomano.fr/catalogue/p/tableau-pre-equipe-3-rangees-a-vis-63a-5-disjoncteurs-offerts-27110211?model_id=27091102;cuadros;14/12/2020
COFFRET C400P200 EMBASE TELEREPORT SC;2580;FALSE;-3.40E-09;100;CAHORS;https://www.manomano.fr/catalogue/p/coffret-c400p200-embase-telereport-sc-27103836?model_id=27084727;cuadros;14/12/2020
Tableau électrique pré-équipé 1 rangée 13 modules 1 ID + 6 disjoncteurs NALTO;48.9;false;1.6929959179;9.00;legrand;https://www.manomano.fr/catalogue/p/tableau-electrique-pre-equipe-nalto-1-rangee-1-id-6-disjoncteurs-13980778;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE HAGER 4 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ (HAG4R) PORTE OFFERTE;389.0;false;1.0789690551;;siemens;https://www.manomano.fr/catalogue/p/tableau-electrique-hager-4-rangee-equipe-et-pre-cable-hag4r-porte-offerte-26113691?model_id=26094582;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE LEGRAND 4 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ ( LEG4R) PORTE OFFERTE;489.0;false;0.9598984003;;nalto;https://www.manomano.fr/catalogue/p/tableau-electrique-legrand-4-rangee-equipe-et-pre-cable-leg4r-porte-offerte-26113678?model_id=26094569;cuadros;2020-12-15
CONNECTEUR CBS/CT 25 MICHAUD K322;4.73;false;0.8623742818;9.90;siemens;https://www.manomano.fr/catalogue/p/connecteur-cbs-ct-25-michaud-k322-7673539;cuadros;2020-12-15
Legrand 093065 Essentiel Spécial Tableau Électrique Équipé pour Logement;219.0;false;0.8537235971;;hager;https://www.manomano.fr/catalogue/p/legrand-093065-essentiel-special-tableau-electrique-equipe-pour-logement-25566795?model_id=25547687;cuadros;2020-12-15
SERRURE RECTANGULAIRE POUR S20 MICHAUD N037;3.78;false;0.701204076;;siemens;https://www.manomano.fr/catalogue/p/serrure-rectangulaire-pour-s20-michaud-n037-7673564;cuadros;2020-12-15
Legrand 093057 Essentiel Spécial Tableau Électrique Équipé pour Logement T4;289.0;false;0.5760566829;;legrand;https://www.manomano.fr/catalogue/p/legrand-093057-essentiel-special-tableau-electrique-equipe-pour-logement-t4-25566797?model_id=25547689;cuadros;2020-12-15
Coffret électrique 2 rangées 26 modules - Idéal T1/T2 - Thomson;126.99;false;0.4954415394;;siemens;https://www.manomano.fr/catalogue/p/coffret-electrique-pre-equipe-pour-t1-t2-t3-t4-ou-t5-12276959?model_id=15304451;cuadros;2020-12-15
Legrand 093068 Essentiel Spécial Tableau Électrique Équipé pour Logement T5;429.0;false;0.4174160303;;michaud;https://www.manomano.fr/catalogue/p/legrand-093068-essentiel-special-tableau-electrique-equipe-pour-logement-t5-22796946?model_id=22787199;cuadros;2020-12-15
MODULE BRASSAGE RJ45 CATEGORIE 6A STP LEGRAND 413004;12.21;false;0.4118024421;;legrand;https://www.manomano.fr/catalogue/p/module-brassage-rj45-categorie-6a-stp-legrand-413004-4826195;cuadros;2020-12-15
Coffret Multimédia Basique avec brassage équipé et précâblé 4 prises RJ45;129.44;false;0.4084443959;;michaud;https://www.manomano.fr/catalogue/p/coffret-multimedia-legrand-basique-avec-brassage-equipe-et-precable-4-prises-rj-45-55275?model_id=477010;cuadros;2020-12-15
Legrand 093059 Essentiel Spécial Tableau Électrique Équipé pour Logement T6. Blanc;379.0;false;0.4049175844;;legrand;https://www.manomano.fr/catalogue/p/legrand-093059-essentiel-special-tableau-electrique-equipe-pour-logement-t6-blanc-25566798?model_id=25547690;cuadros;2020-12-15
HAGER Gamma Tableau électrique prééquipé 1 rangée 1ID 40A 6 disjoncteurs;99.0;false;0.3044303698;9.99;thomson;https://www.manomano.fr/catalogue/p/hager-gamma-tableau-electrique-preequipe-1-rangee-1id-40a-6-disjoncteurs-25566810?model_id=25547702;cuadros;2020-12-15
Legrand 093067 Essentiel Spécial Tableau Électrique Équipé pour Logement T4;329.0;false;0.2923233258;9.00;legrand;https://www.manomano.fr/catalogue/p/legrand-093067-essentiel-special-tableau-electrique-equipe-pour-logement-t4-25566791?model_id=25547683;cuadros;2020-12-15
HAGER Gamma Tableau électrique prééquipé 4 rangées 2ID 40A 2ID 63A 14 disjoncteurs;319.0;false;0.2791730136;9.99;legrand;https://www.manomano.fr/catalogue/p/hager-gamma-tableau-electrique-preequipe-4-rangees-2id-40a-2id-63a-14-disjoncteurs-25566818?model_id=25547710;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE HAGER 2 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ (HAG2R) PORTE OFFERTE;209.0;false;0.2729310261;9.00;legrand;https://www.manomano.fr/catalogue/p/tableau-electrique-hager-2-rangee-equipe-et-pre-cable-hag2r-porte-offerte-26113696?model_id=26094587;cuadros;2020-12-15
Coffret électrique nu à équiper 26 modules - Thomson;26.9;false;0.2703003669;;legrand;https://www.manomano.fr/catalogue/p/n-a-7717015;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE HAGER 1 RANGÉE ÉQUIPÉ ( PORTE OFFERTE );119.0;false;0.2665180403;9.00;hager;https://www.manomano.fr/catalogue/p/tableau-electrique-hager-1-rangee-equipe-porte-offerte-26850661?model_id=26831552;cuadros;2020-12-15
SIEMENS - Tableau électrique pré-équipé 1 rangée 13 modules 6 disjoncteurs 1 interrupteur différentiel;99.0;false;0.1788888397;9.99;legrand;https://www.manomano.fr/catalogue/p/siemens-tableau-electrique-pre-equipe-1-rangee-13-modules-6-disjoncteurs-1-interrupteur-differentiel-1950812;cuadros;2020-12-15
Legrand 093061 Tableau électrique équipé - spécial pour extension cuisine / cellier;109.0;false;0.1670974088;5.00;hager;https://www.manomano.fr/catalogue/p/legrand-093061-tableau-electrique-equipe-special-pour-extension-cuisine-cellier-25566800?model_id=25547692;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE LEGRAND 1 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ ( LEG1R) PORTE OFFERTE;159.0;false;0.1630254007;9.00;hager;https://www.manomano.fr/catalogue/p/tableau-electrique-legrand-1-rangee-equipe-et-pre-cable-leg1r-porte-offerte-26113684?model_id=26094575;cuadros;2020-12-15
Tableau électrique équipé spécial pour extension chambre (093060);126.92;false;0.1510955633;5.00;thomson;https://www.manomano.fr/catalogue/p/legrand-tableau-electrique-equipe-precable-special-pour-extension-chambre-3665239;cuadros;2020-12-15
PA 25 MICHAUD K307;0.97;false;0.1472981511;9.00;hager;https://www.manomano.fr/catalogue/p/pa-25-michaud-k307-26088616?model_id=26069507;cuadros;2020-12-15
HAGER TN425 Coffret VDI 2 rangées 26 modules + platine Grade 3TV;290.89;false;0.1466942656;9.00;siemens;https://www.manomano.fr/catalogue/p/coffret-vdi-hager-semi-equipe-2r-26m-pl-gr1-55317;cuadros;2020-12-15
Embouts x2 ebcp 35/25 1 noir +;23.19;false;0.1414476513;;legrand;https://www.manomano.fr/catalogue/p/embouts-x2-ebcp-35-25-1-noir-9005720;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE HAGER 3 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ (HAG3RBIS) PORTE OFFERTE;289.0;false;0.1412749404;3.00;legrand;https://www.manomano.fr/catalogue/p/tableau-electrique-hager-3-rangee-equipe-et-pre-cable-hag3rbis-porte-offerte-26113695?model_id=26094586;cuadros;2020-12-15
Tableau Électrique en Saillie IP65  5 -  5;14.39;false;0.1387206935;7.95;legrand;https://www.manomano.fr/catalogue/p/tableau-electrique-en-saillie-ip65-12-6235451;cuadros;2020-12-15
HAGER Gamma Tableau électrique prééquipé 3 rangées 3ID 63A 12 disjoncteurs;259.0;false;0.1352568874;;michaud;https://www.manomano.fr/catalogue/p/hager-gamma-tableau-electrique-preequipe-3-rangees-3id-63a-12-disjoncteurs-25566815?model_id=25547707;cuadros;2020-12-15
Coffret pré-équipé 2R 24 modules avec 2 Inter diff 40A 30mA + 7 disjoncteurs pour studio IP20 IRM165531 ABB 1SLM004170A3005;112.52;false;0.1351455054;5.00;hager;https://www.manomano.fr/catalogue/p/coffret-pre-equipe-2r-24-modules-avec-2-inter-diff-40a-30ma-7-disjoncteurs-pour-studio-ip20-irm165531-abb-1slm004170a3005-15642571;cuadros;2020-12-15
HAGER Gamma Tableau électrique prééquipé 3 rangées 3ID 40A 10 disjoncteurs;229.0;false;0.1350324109;9.00;CAHORS;https://www.manomano.fr/catalogue/p/hager-gamma-tableau-electrique-preequipe-3-rangees-3id-40a-10-disjoncteurs-25566814?model_id=25547706;cuadros;2020-12-15
SERRURE TRIANGLE 1/2 TR BEIGE MICHAUD N003;2.86;false;0.1349967643;6.88;hager;https://www.manomano.fr/catalogue/p/serrure-triangle-1-2-tr-beige-michaud-n003-7673560;cuadros;2020-12-15
CARTOUCHE FUSIBLE T00 AD90 MICHAUD P244;9.07;false;0.1349180412;3.99;LEDKIA;https://www.manomano.fr/catalogue/p/cartouche-fusible-t00-ad90-michaud-p244-18960056?model_id=18958058;cuadros;2020-12-15
SIEMENS - Tableau électrique pré-équipé 2 rangées 26 modules 8 disjoncteurs 2 interrupteurs différentiels + prise 2P+T;169.0;false;0.1328062139;9.00;hager;https://www.manomano.fr/catalogue/p/siemens-tableau-electrique-pre-equipe-2-rangees-26-modules-8-disjoncteurs-2-interrupteurs-differentiels-prise-2p-t-1950810;cuadros;2020-12-15
Tableau électrique pré-équipé DRIVIA 1 rangee;145.95;false;0.1326656223;3.99;abb;https://www.manomano.fr/catalogue/p/tableau-electrique-pre-equipe-drivia-1-rangee-293778;cuadros;2020-12-15
PINCE D'ANCRAGE AVEC ANSE - PA 25 MICHAUD K307;3.54;false;0.1321398106;;hager;https://www.manomano.fr/catalogue/p/pince-dancrage-avec-anse-pa-25-michaud-k307-18959927?model_id=18957929;cuadros;2020-12-15
Tableau électrique  pré-équipé 2 rangées 26 modules 3 ID + 10 Disjoncteurs NALTO;108.0;false;0.1321121605;7.95;michaud;https://www.manomano.fr/catalogue/p/tableau-pre-equipe-nalto-2-rangees-13980779;cuadros;2020-12-15
Tableau électrique pré-équipé 1 rangee 4 disjoncteurs;99.0;false;0.13211001;9.00;michaud;https://www.manomano.fr/catalogue/p/tableau-electrique-pre-equipe-1-rangee-4-disjoncteurs-841088;cuadros;2020-12-15
HAGER Gamma Tableau électrique prééquipé 2 rangées 2ID 40A 7 disjoncteurs;159.0;false;0.1320383888;7.49;siemens;https://www.manomano.fr/catalogue/p/hager-gamma-tableau-electrique-preequipe-2-rangees-2id-40a-7-disjoncteurs-25566812?model_id=25547704;cuadros;2020-12-15
Coffret chauffe-eau + 1 disj. 2A+ 1 disj. 20A + 1 contacteur Jour/Nuit - Zenitech;55.99;false;0.1319657228;9.00;legrand;https://www.manomano.fr/catalogue/p/coffret-chauffe-eau-1-disjoncteur-2a-1-disjoncteur-20a-1-contacteur-jour-nuit-1827116;cuadros;2020-12-15
Tableau équipé 4 rangées HAGER (KIT4R);319.0;false;0.1318674561;9.99;michaud;https://www.manomano.fr/catalogue/p/tableau-equipe-4-rangees-hager-kit4r-26850651?model_id=26831542;cuadros;2020-12-15
TAMC EXTENS-1R-ID40A-AC -5DISJ;163.1;false;0.1317017364;9.99;nalto;https://www.manomano.fr/catalogue/p/schneider-electric-tableau-equipe-et-precable-1-rangee-13-modules-6508518;cuadros;2020-12-15
Michaud P238 Barrette de sectionnement 115 mm;10.14;false;0.1316945751;;legrand;https://www.manomano.fr/catalogue/p/barrette-de-sectionnement-115-mm-michaud-p238-7673590;cuadros;2020-12-15
TABLEAU ÉLECTRIQUE LEGRAND 2 RANGÉE ÉQUIPÉ ET PRÉ CABLÉ ( LEG2R) PORTE OFFERTE;269.0;false;0.0251513182;7.05;hager;https://www.manomano.fr/catalogue/p/tableau-electrique-legrand-2-rangee-equipe-et-pre-cable-leg2r-porte-offerte-26113682?model_id=26094573;cuadros;2020-12-15
CONNECTEUR CBS/CT 70 MICHAUD K323;4.67;false;0.0238242026;9.99;zenitech;https://www.manomano.fr/catalogue/p/connecteur-cbs-ct-70-michaud-k323-7673540;cuadros;2020-12-15
CONNECTEUR CES/CT 70 G2 MICHAUD K326;3.99;false;0.0231834109;9.90;hager;https://www.manomano.fr/catalogue/p/connecteur-ces-ct-70-g2-michaud-k326-7673541;cuadros;2020-12-15
Coffret électrique pré-équipé 1 rangée 13 modules - Thomson;83.99;false;0.0165790281;5.55;SCHNEIDER;https://www.manomano.fr/catalogue/p/coffret-electrique-pre-equipe-1-rangee-thomson-12276968;cuadros;2020-12-15
Coffret de communication - Coffret VDI 2 rangées 26 modules Grade 3TV (TN415);199.74;false;0.0104072143;5.00;michaud;https://www.manomano.fr/catalogue/p/coffret-vdi-2r-26m-gr3-6472451;cuadros;2020-12-15
Coffret T4 39 modules Blanc équipé de 11 disjoncteurs et 3 inter. diff. livré avec accessoires - Zenitech;142.99;false;0.0098747051;;legrand;https://www.manomano.fr/catalogue/p/coffret-t4-39-modules-blanc-equpe-de-11-disjoncteurs-et-3-inter-diff-livre-avec-accessoires-2936934;cuadros;2020-12-15
